date	tweets
20131130	"| It is unfortunate that in giving 'lessons' to me, the Finance Minister has to resort to lies. http://t.co/OHh0gDf4HF| Chidambaram ji, this video might help you comprehend what exactly I said on gold &amp; the Economics http://t.co/AjAw0anEQm| Economics is in trouble, youth want jobs. Devote more time to economics not petty politics. Chidambaram ji, please focus on the job at hand!| Spent the day campaigning in Delhi. Addressed 3 rallies. Sharing my speeches http://t.co/iBY9bYswIw| Root cause of all problems is bad governance. Asked people to free Delhi from Congress' misgovernance for Delhi's development.| Congress is in power in Delhi for so long but what have they done for the people? Have Sonia ji or Sheila ji spoken a word on rising prices?| Urged the people to make BJP victorious on 4th December &amp; make @drharshvardhan the CM of Delhi http://t.co/iBY9bYswIw| Looking forward to joining a public meeting in Jammu tomorrow. Will also campaign in Delhi in the evening http://t.co/AcJBwxSLiT"
20131201	"| As #Rajasthan goes to the polls today, urging my sisters &amp; brothers in Rajasthan to turnout in record numbers &amp; cast their vote.| Wonderful to join Lalkaar Rally in Jammu. Being in J&amp;K brought back several memories of the time when I did organisational work in J&amp;K.| I talked about the need for comprehensive development in J&amp;K. Development will not come by separatism or discrimination but by integration.| For years no PM visited J&amp;K. Atal ji changed that &amp; won hearts of the people with the message of Insaaniyat, Jamhooriyat &amp; Kashmiriyat.| Time has come for a debate on Article 370 &amp; whether it has really helped people of J&amp;K http://t.co/ysT3MhXOmj| Addressed a rally in Delhi. This was my last public meeting for 2013 Delhi Assembly Electionss.| It is evident that people are extremely unhappy with the Congress &amp; want to punish it for it's corruption &amp; unfulfilled promises.| I am confident BJP will emerge victorious in Delhi &amp; provide good governance under leadership of @drharshvardhan http://t.co/vuBsPmbKdd| Congrats PV Sindhu http://t.co/Sud2mlag7E| On BSF Raising Day, I salute the brave personnel of the BSF. Their courage &amp; dedication makes us extremely proud."
20131202	"| Glad that after my call for a debate on Article 370, it is being widely debated among people &amp; across TV, social media.| However, we need rational &amp; focused debate not only on 370 but other issues relating to J&amp;K, including suffering of sections of J&amp;K society.| Wounds of suffering caused to various communities in J&amp;K are still fresh in our hearts. We need to talk about uniting instead of dividing.| No one can ignore sufferings of the Kashmiri Pandits for so many years. We remain committed to working towards justice for the community.| Jaitley ji has brought out the discriminatory attitude in J&amp;K...said this has no place in Law https://t.co/s5rBMNCT9i| It is said about J&amp;K- if there is heaven on earth, it is here. We all need to work to make J&amp;K a heaven of peace, integration &amp; diversity."
20131203	"| At the conference on Healthy Gujarat ""Agenda for Action"" at Mahatma Mandir, Gandhinagar. Watch http://t.co/hnqiK7Onqp| Major Dhyan Chand will always be remembered for making India a global sporting giant in hockey. Tributes to the legend on his Punya Tithi.| Remembering India's 1st President &amp; a colossal figure in our history, Dr. Rajendra Prasad on his birth anniversary.| Saluting the courageous Khudiram Bose on his birth anniversary. At a young age, he sacrificed himself for the nation.| Sharing Jaitley ji's post on the Communal Violence Bill. Do read http://t.co/mwKPrJJPKi| At conference on Healthy Gujarat ""Agenda for Action"" talked on the need for a comprehensive &amp; participatory approach for holistic healthcare| Technology can provide lot of solutions in healthcare. It is important for health sector to embrace latest technology http://t.co/Yh2xRZDEVa| Met former Chief Minister of Maharashtra &amp; former Lok Sabha Speaker Shri Manohar Joshi in Gandhinagar today http://t.co/exEZUq7mzF"
20131204	"| As Delhi votes today, urging people in Delhi to maintain the trends of record turnouts in other states &amp; go vote in large numbers.| I would particularly request my young friends &amp; first time voters of Delhi to go out &amp; vote.| By-Electionss are under way in Yercaud, Tamil Nadu &amp; Surat West in Gujarat. Urging people in these constituencies to vote in large numbers.| Remembering former President of India Shri R Venkataraman &amp; former PM of India Shri IK Gujral on their birth anniversary.| On Navy Day, we salute the brave personnel of the Indian Navy, who protect &amp; serve our nation with utmost courage &amp; dedication.| We have seen yet another successful demonstration of the strength of our democracy over the past few weeks. Congrats to the Indian voter!| I congratulate Elections Commission of India for spearheading a spectacular effort in conducting the polls. My blog http://t.co/iYFM99elHv| Biggest achievement has been the extensive voter outreach. Glad to see so many young voters coming out to vote.| Several innovative efforts were made to increase voter awareness. If you come across such ideas, do share http://t.co/iYFM99elHv| RT @barryofarrell: great to meet Gujarat Chief Minister (&amp; BJP PM candidate) Narendra Modi in Ahmedabad http://t.co/6nMel6NyIm| RT @barryofarrell: chatting with @narendramodi, Gujarat Chief Minister, on his Ahmedabad office balcony http://t.co/ToR0usf6tv| Met a delegation from NSW, Australia led by NSW Premier Mr. Barry O'Farrell. Discussed wide range of issues http://t.co/Wvdqm24Nvk| An important dimension on Article 370 has been shared by Shri Arun Jaitley in his latest post. It is a must read http://t.co/n0MEK0pL0K| Spoke on the need to move to next generation co-operative banking at a programme of Gujarat State Co-operative bank http://t.co/6LndWjM5Qy"
20131205	"| Communal Violence Bill is ill-conceived, poorly drafted &amp; a recipe for disaster! My letter to PM opposing this Bill http://t.co/mdlui5D3nS| Timing of Communal Violence Bill is suspicious. Political considerations &amp; votebank politics rather than genuine concerns are guiding it.| Communal Violence Bill is in clear violation of India's federal structure. Centre is busy forming laws on matters that are in the State List| If a Legislation has to be implemented by the States, should it not be legislated by the States? http://t.co/mdlui5D3nS| If implemented, Communal Violence Bill would fragment society &amp; increase violence. It will have results opposite of the stated objective.| Urged PM to seek wider consultation with the states &amp; various stakeholders of the Bill before proceeding any further on a Bill like this.| Welcoming my Party colleague Shri Arun Jaitley to Twitter! @arunjaitley"
20131206	"| RIP Nelson Mandela. The world has lost an apostle of peace &amp; non-violence who redefined the journey of his nation for the good of humankind.| Many of us are not fortunate to see Gandhi ji alive. We are blessed to see the life of Nelson Mandela, who embodied his values &amp; ideals.| My heartfelt Condolence to Nelson Mandela's family &amp; the people of South Africa. We stand by them in this hour of grief.| Remembering Babasaheb Ambedkar on his Punya Tithi. We are committed to realising his dream of an egalitarian society http://t.co/ab2xARrfkf| Wrote to fellow Chief Ministers of various states, requesting them to oppose Communal Violence Bill http://t.co/Gehv9CH1TE| Requested State Govts to rise above political affiliations &amp; together oppose the Bill, which intrudes upon powers of elected State Govts."
20131207	| Made a contribution on the occasion of the Armed Forces Flag Day. Sharing pictures http://t.co/jZCzaiupRN | Urged people to donate generously on Armed Forces Flag Day as a mark of gratitude for their unflinching valour.| Had a very fruitful meeting with Shri Uddhav Thackeray in Gandhinagar today http://t.co/kfBIv0ex7f| Met a delegation from Bar Council of India. They shared the various problems they face due to Centre's apathy http://t.co/J5OFrVhOyJ
20131208	"| On his birthday, our best wishes to Shri Parkash Singh Badal, one of India's most respected leaders. Praying for his long life &amp; good health| Congrats to Shri Purnesh Modi &amp; BJP Karyakartas for grand victory in Surat West bye-Elections. Thanks to voters of Surat.| Called Shivraj ji to congratulate him for BJP's wonderful performance in the Madhya Pradesh Assembly Electionss!| Spoke to Vasundhara ji &amp; congratulated her for the historic victory of BJP in Rajasthan Vidhan Sabha Electionss.| BJP leads/wins 392 of 589 seats whose results available .Great performance, winning around 66% of seats. Congress shrinks, gets 23% of seats| BJP's victory across the states is spectacular. I congratulate Rajnath ji, Party leaders &amp; Karyakartas for their hardwork in the Electionss.| Congrats to @ChouhanShivraj @VasundharaBJP @drramansingh &amp; @drharshvardhan &amp; their teams for efforts that ensured BJP's great performance.| The total number of seats Congress has won in all the four states today cannot even match the seats @BJP4India won in 1 state!| Spoke to Raman Singh ji &amp; congratulated him on BJP's well deserved victory in Chhattisgarh. Thanks to people for reposing faith in BJP again| The Final Tally- BJP has won 408 out of 589 seats, which is near 70% of the total seats. Phenomenal! Congress shrunk - only 21% of seats.| This is a wonderful beginning towards success in our Mission272+ and for fulfilling the dream of a Congress Mukt Bharat.| People have spoken loud and clear! The verdict has shown yet again that people want development, not corruption &amp; votebank politics.| I thank the people for reposing their faith in @BJP4India. We assure you that we will work hard to fulfil your dreams &amp; aspirations."
20131209	| Wishing UPA Chairperson Smt. Sonia Gandhi on her birthday. I pray for her long and healthy life.
20131210	"| Remembering Shri C Rajagopalachari on his birth anniversary. We will always remember his monumental contribution to the nation.| 'Run for Unity' will take place on 15th Dec, the Punya Tithi of Sardar Vallabhbhai Patel, the Iron Man who devoted his life to unite India.| Inviting you, your family &amp; friends to register &amp; join 'Run for Unity'. Let us run for unity, let us run for India http://t.co/shcYU6bWzv"
20131211	"| Joined swearing-in ceremony of Justice (Retired) DP Buch as the Lokayukta of Gujarat http://t.co/dhUKZRqBNh| Warm birthday wishes to the Honourable President of India, Shri Pranab Mukherjee. I pray for his good health &amp; long life.| Will go to Raipur, Jaipur &amp; Bhopal to attend swearing-in ceremonies of the victorious BJP CMs. Sharing details http://t.co/zppbX9ZChK"
